2.776206471026702400e+16 1.426058287873495020e-02 6.612920462780246034e+00
3.962713872231328000e+16 2.669846606643947601e-02 6.000178141783482744e+00
2.230463819778310912e+18 2.179933164557663200e-02 1.494213433679833081e+01
1.033118334101390720e+18 8.814355582793970481e-03 1.425973016797595250e+01
8.604041363895249600e+16 2.968281435682472089e-02 1.114006342421095219e+01
1.097055155852063680e+17 1.059423932430320417e-02 1.374061934813119734e+01
1.791687566939046800e+16 8.575812120512227299e-03 4.531761986841265966e+00
3.657859161110461600e+16 2.811091097442845049e-02 1.332186887851046642e+01
1.753784630848862400e+17 1.412625592087013091e-02 7.151539850291083411e+00
1.848975538547297280e+17 6.850885600687307321e-03 4.820044478753241712e+00
6.120688870064428800e+17 1.259893439910157731e-02 8.806680806458707877e+00
2.437225423775660800e+16 1.556904411582134273e-02 1.259141888500179363e+01
8.085895112135454720e+18 2.447552820971651485e-02 1.134448085255356631e+01
7.016690884867745600e+16 1.160277497572063769e-02 7.942426034894516818e+00
2.322355913906962240e+17 6.483926580475317218e-03 3.658208727143243522e+00
5.150204236343777920e+17 1.323308135263664628e-02 1.100620142920847933e+01
5.212960437364553600e+17 2.711562821236400064e-02 1.182356574699116258e+01
7.769242484580313600e+16 5.219353121383663897e-03 2.308085521733263867e+00
6.433845419488860160e+17 2.616691381950620593e-02 1.326722449707844120e+01
1.892670644628741440e+17 1.249621853319035983e-02 4.084326913090080780e+00
5.062686293016220800e+16 1.819690337225529989e-02 3.637588342308590406e+00
2.844980772351368320e+17 2.601800240301032838e-02 1.257477106259267075e+01
4.631533692248972288e+18 1.076432973099082993e-02 4.433168459179632315e+00
7.587020942997501952e+18 5.953240626946264269e-03 1.473487970832175264e+01
2.246657903694063872e+18 2.671983107618264991e-02 7.453064298861169057e+00
1.944480436957425920e+17 2.598357329110437264e-02 1.223844047566829829e+01
3.111712746181970432e+18 2.502365301454776564e-02 8.449215426996627087e+00
2.980352117241122304e+18 1.742378469821556641e-02 2.445724016805850276e-01
3.784850184588854784e+18 7.334829049938469334e-03 7.542314257487340079e+00
1.596849229275703040e+17 1.219491110145015135e-02 9.573016548222351929e+00
2.230229512692873920e+17 9.717328998497752265e-03 1.335433441737396798e+01
3.450049861107826000e+16 2.217746393918867617e-02 6.532072307653007393e-01
3.258233698908628480e+17 1.223204102501172612e-02 6.629359327969944538e+00
5.696780113843350400e+17 8.431645225971454854e-03 1.440688047793244053e-01
1.129948048847364200e+16 2.065932740147254087e-02 4.870626321487824484e+00
3.058992985145216640e+17 8.589314583651135038e-03 1.341461898094269145e+01
2.372373083706690560e+18 2.139654401304761852e-02 1.469786052890910000e+01
5.842070677322583040e+18 7.587370274330161417e-03 3.661280785570154794e+00
2.891865601112782848e+18 9.762165690871217605e-03 3.116343115947797227e+00
4.428268869693909760e+17 8.602082222055419669e-03 1.286093943651757598e+01
2.753624850986828800e+17 2.578438022605345631e-02 9.297048544407024551e+00
6.407043162101189632e+18 1.169443677117438553e-02 7.160304927797756847e+00
1.885087141751826800e+16 8.944155851353666892e-03 1.043671139323576114e+01
1.416220938086122800e+16 1.738091216788337917e-02 9.745041808365316527e+00
5.450855194097983488e+18 1.114957463856698985e-02 7.377898999867621654e+00
2.540192786665714800e+16 2.083208828805075200e-02 2.981716127087810975e+00
2.315181765825460800e+17 1.381770931634732080e-02 7.411448792266529750e+00
2.982195301403816800e+16 1.546469679994967594e-02 1.304326038563779200e+01
2.435928474098092032e+18 1.939139945639539037e-02 1.609729088087125781e+00
3.679592256789372160e+17 8.812593525774676043e-03 3.169814936213878331e-01
5.376700571985681408e+18 2.599770090104442169e-02 4.889080646655446394e+00
7.973828198565113600e+16 1.574170446548607202e-02 9.055549061689552204e+00
1.978730606996053760e+18 6.138271378094973564e-03 1.440541694272227780e+01
2.279971607062380800e+17 8.399213985050788325e-03 3.411756910789382591e+00
7.589700947776832000e+16 1.042805981190588621e-02 1.098798766080046896e+01
1.106714650241820800e+17 2.249462024737009652e-02 2.209680658189127622e-01
1.572254882670385408e+18 8.144546198082140004e-03 5.083898682026909199e+00
2.835310176944738800e+16 1.204303080148573339e-02 9.646965036175794594e+00
2.829861923949009408e+18 8.304343097158106701e-03 5.634739973181280170e+00
8.107068515734912000e+17 1.563335283316519969e-02 1.359319259511393707e-01
3.716995222520489600e+16 2.753500253211339094e-02 2.699919447815452234e+00
2.338551826138863600e+16 8.539762008266008758e-03 1.227352883497194291e+01
2.152267719351238800e+16 2.816000302059534777e-02 5.927011212842956844e+00
1.135277991368815232e+18 1.225187454613301669e-02 2.161918530713703657e+00
7.117408244246537216e+18 6.053383951887551274e-03 1.352639364491712293e+01
1.706330178806452480e+18 9.396523011010533138e-03 3.970095908655473682e+00
8.145566567016940800e+16 9.804456908457199679e-03 4.393658293401416337e+00
3.441026391183631360e+18 1.083045959780056661e-02 1.034913815285127292e+01
3.032727326826484480e+17 2.204899859026478517e-02 1.093721111943240665e+01
